Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
Mystery! Motive for Murder,2015,2.0,5.57074,1,5,0,90,10,misc
C-Cross,2015,2.0,7.55,2,2,0,30,10,misc
Mein Schatz,2015,1.0,6.24123,2,4,0,20,7,misc
Spaceteam,2015,1.0857,6.66081,3,6,0,5,10,Party
Dead Last,2016,1.087,6.33071,6,12,0,90,14,Party
Obama Llama,2015,1.0,5.73489,4,99,0,30,12,Party
Lock 'n Load Tactical: Heroes in Defiance,2017,4.2,8.42979,2,2,0,240,12,War
Lock 'n Load Tactical: Heroes of the Falklands,2015,3.5,8.01849,2,2,0,240,12,War
Lock 'n Load Tactical: Heroes of the Nam,2015,3.6364,8.30532,2,2,0,240,12,War
Lock 'n Load Tactical: Heroes of the Motherland,2015,3.5,8.62014,2,2,0,240,12,War
The Exiled: Siege,2016,2.75,6.47887,1,5,0,120,14,misc
Covalence: A Molecule Building Game,2016,1.7,6.41683,2,4,0,40,8,misc
Sandwich Masters,2016,1.75,6.56557,2,4,0,30,8,misc
TREXO,2015,1.25,6.51029,2,2,0,20,7,Abstract
In the Name of Odin,2016,2.5926,6.6704,2,5,0,60,13,Strategy
Dragonsgate College,2017,2.875,6.60947,2,4,0,90,12,misc
Green: The Golf Card Game,2015,1.8,6.76322,2,4,0,0,8,misc
Circle of Life,2015,2.0,6.71013,2,2,0,40,10,Abstract
Dark Assembly,2015,3.0,6.6881,1,4,0,120,15,misc
Dark Frontier,2015,2.3333,6.90667,1,4,0,45,13,misc
Deus Ex Machina,2016,1.9286,6.71337,2,4,0,45,10,misc
Ironclad,2019,3.0,6.94848,1,3,0,90,13,misc
Gaslands: Post-Apocalyptic Vehicular Combat,2017,2.5263,8.12742,2,8,0,90,11,misc
Catan Junior,2014,1.3125,6.54748,2,4,0,30,6,misc
Cultists & Cthulhu,2016,1.0,5.85317,2,8,0,35,8,misc
Hawken: Real-Time Card Game – Scout vs. Grenadier,2014,1.0,6.25484,2,2,0,20,14,misc
Wings for the Baron (Second Edition),2015,2.5,7.4305,3,5,0,60,13,Strategy
Ophiuchus: The Thirteenth Constellation,2015,2.5,6.11129,1,4,0,60,12,misc
Dicey Goblins,2016,1.5,5.99264,3,6,0,45,10,misc
Greedy Greedy Goblins,2016,2.0,6.33084,2,4,0,35,14,misc
Bunny Kingdom,2017,2.2811,7.46137,2,4,4,60,12,Family
Poopyhead,2015,1.0,3.71739,2,4,0,20,6,misc
Liguria,2015,2.3846,6.75328,3,4,0,60,12,misc
Giraffometer,2015,1.0,5.64952,2,8,0,40,10,misc
Lock 'n Load Tactical: Heroes Against the Red Star,2017,3.8,8.14912,2,2,0,240,12,War
Monopoly: Game of Thrones Collector's Edition,2015,1.4,5.59809,2,6,0,180,18,misc
Ascension: Dreamscape,2015,2.2941,7.61144,1,4,0,60,13,misc
Wizard School,2016,2.6,4.87111,2,5,0,90,12,misc
Urbis,2015,1.5,5.23571,2,6,0,60,10,misc
Rising 5: Runes of Asteros,2017,1.8889,6.56333,1,5,0,25,12,misc
Rolf,2017,1.5,5.58571,2,8,0,30,8,misc
Victory & Glory: Napoleon,2017,2.4167,7.21364,1,2,0,120,10,War
Autumn,2015,1.2,6.55816,1,3,0,20,8,misc
AGES,2016,2.4,7.0875,2,4,0,60,14,misc
Innovation Deluxe,2017,3.0,8.39025,2,6,0,60,14,misc
Edge of Humanity,2017,2.8,6.25351,2,5,0,45,13,misc
Keep,2015,1.3846,6.2553,2,5,0,20,0,misc
Una Notte da Lupi,2015,1.5,6.37097,3,10,0,10,8,misc
Xtronaut: The Game of Solar System Exploration,2016,1.2,6.10414,2,4,0,60,7,misc
Fruit Salad,2015,1.0,5.60443,2,6,0,15,6,misc
Anachrony,2017,4.0068,8.11379,1,4,3,120,15,Strategy
Dragon Keeper: The Dungeon,2016,2.0,6.07539,2,4,0,30,10,misc
One Night Werewolf: Monster,2015,1.0,6.78658,3,5,0,0,10,misc
Loot N Run,2016,1.1,6.43325,2,6,0,30,8,misc
Stormweavers,2016,2.75,5.59242,2,5,0,50,14,misc
"Exceed: Red Horizon – Kaden, Eva, Miska, and Lily",2016,2.3333,7.84102,2,2,0,20,10,misc
"Exceed: Red Horizon – Satoshi, Mei Lien, Morathi, and Baelkhor",2016,2.2857,7.87178,2,2,0,20,10,misc
"Exceed: Red Horizon – Alice, Zoey, Gabrek, and Ulrik",2016,2.0,7.78856,2,2,0,20,10,misc
Grant's Gamble: Wilderness Campaign of 1864,2016,2.1667,7.03452,1,2,0,120,13,War
El Macanudo,2015,1.25,6.19333,3,6,0,90,8,misc
Lee's Invincibles: Gettysburg Campaign of 1863,2016,2.5,7.19706,1,2,0,120,13,War
Jackson & Sheridan: The Valley Campaigns,2016,2.6667,7.36286,1,2,0,120,13,War
Dwarves in Trouble,2016,1.0,5.51369,3,6,0,40,8,Party
Tsukuyumi: Full Moon Down,2018,3.7647,8.1222,3,5,0,150,14,Strategy
Islebound,2016,2.7179,7.18147,2,4,4,120,13,Strategy
Beasts of Balance,2016,1.0909,6.90751,1,5,0,30,7,misc
Remember When ...,2017,1.5,6.04531,3,9,0,60,8,misc
Murderer's Row,2015,1.4,6.7902,1,1,0,10,0,misc
Metropolia,2014,1.625,6.72516,2,5,0,30,7,misc
Dropfleet Commander,2016,3.2,7.45705,2,4,0,150,0,War
Waroong Wars,2015,1.375,6.95172,3,5,0,40,10,misc
Stawka większa niż życie,2015,3.8667,8.00494,1,2,0,90,0,misc
Sapotagem,2015,1.0,6.243,3,6,0,30,14,misc
Tong,2015,1.0,6.0566,1,2,0,20,8,misc
Mythomakya,2015,1.25,6.38058,2,6,0,30,8,misc
Aladdin's Flying Carpet,2014,1.0,5.07714,2,2,0,15,4,misc
Project Mars,2016,2.2,4.49614,2,4,0,75,14,misc
Win/Lose Revolution,2015,1.0,5.16563,3,5,0,1,6,misc
Minecraft Card Game?,2015,1.1923,5.6694,2,4,0,45,8,misc
Mini Mölkky,2013,1.2,7.53952,2,99,0,30,6,Party
Pick the Lock,2016,1.2,5.15238,2,5,0,30,6,misc
Die Fiesen 7,2015,1.1111,6.49825,2,6,0,25,8,misc
Tavarua,2016,2.2222,7.20074,1,6,0,60,13,Family
Tokaido: Deluxe Edition,2015,1.6,7.87904,2,5,0,45,8,misc
Vault,2015,2.0,7.13333,2,2,0,30,10,Abstract
Zimby Mojo,2016,2.8889,6.76957,1,8,0,120,14,misc
Pictopia: Star Wars Edition,2015,1.0,5.8848,2,6,0,40,7,misc
Hunt: The Unknown Quarry,2015,2.0,5.90278,3,6,0,90,13,misc
Tofu Kingdom,2015,1.5556,6.31426,3,8,0,30,10,misc
Elementos,2015,2.0,6.57292,2,2,0,15,7,Abstract
Super PACS: The Game of Politics About the Game of Politics,2016,1.5,7.03922,2,4,0,60,14,misc
RallyRas,2015,1.4,6.38828,3,8,0,30,9,Party
Baseball Highlights: 2045 – Super Deluxe Edition,2015,2.125,7.87066,1,4,0,60,10,misc
Pacal's Rocket,2015,2.0,6.44675,2,5,0,90,8,misc
Tiny Epic Galaxies: Deluxe Edition,2015,2.1333,7.72811,1,5,0,30,14,misc
The Terrifying Girl Disorder,2015,2.0,6.36589,3,4,0,30,12,misc
Burger Up,2016,1.6667,6.86923,2,4,0,30,9,misc
Healthy Heart Hospital,2015,2.8214,7.24724,1,5,0,90,13,misc
True Messiah,2018,3.25,7.15806,2,4,0,120,13,misc
Cave Evil: Warcults,2016,3.875,8.21721,2,12,0,1000,18,misc
Mythic Battles: Pantheon,2017,3.0268,8.43352,2,4,2,90,14,Strategy
Cadaver,2016,1.2,6.14545,2,3,0,30,10,misc
Shahrazad,2015,1.1429,6.19627,1,2,0,10,8,misc
Barnyard Roundup,2016,1.3333,6.81747,2,6,0,20,6,misc
Cardline: Animals 2,2015,1.0,6.39394,2,8,0,30,7,misc
Tiefe Taschen,2016,1.5,7.24101,4,8,0,50,12,Party
The Champion of the Wild,2018,1.1,6.93914,3,8,0,35,8,Party
Monopoly: Pokémon Kanto Edition,2014,1.3333,5.96255,2,6,0,60,8,misc
O.P. Arena,2019,1.5,7.14877,2,6,0,45,13,misc
The Grimwood,2016,1.3333,6.08801,2,6,0,60,12,misc
Khe Sanh '68,2015,1.7,6.51974,1,1,0,0,0,War
Holdfast: North Africa 1941-42,2016,2.1667,6.40152,1,2,0,150,10,War
Kung Fu Panda: The Board Game,2020,1.6667,7.09031,2,4,0,30,10,misc
Suez '56: Anglo-French Intervention in Egypt,2015,1.8571,6.96914,1,1,0,180,12,War
Doctor Who: Time of the Daleks,2017,2.3478,7.03724,2,4,0,120,14,Thematic
Block Out!,2015,1.0,6.06471,2,6,0,0,8,misc
Lettow-Vorbeck East Africa 1914-1918,2015,1.75,6.88409,2,2,0,120,0,War
Irrational Game,2016,1.0,4.95385,1,5,0,60,15,misc
Siege of the Citadel,2019,2.1667,7.53258,1,8,0,180,10,misc
4 Gods,2016,2.1905,6.00133,2,4,0,30,8,Strategy
Far East War 1592,2016,2.5714,7.02427,2,4,0,120,12,War
The Martian Investigations,2015,3.0,7.21111,1,5,0,120,15,misc
Movies Trivia Game,2013,1.0,5.37179,2,99,0,120,12,misc
MiG Alley: Air War Over Korea 1951,2015,2.25,6.54348,2,2,0,0,0,War
Randomise,2015,0.0,6.10273,4,10,0,60,8,misc
The Dresden Files Cooperative Card Game,2017,2.2,7.06002,1,5,3,30,13,Thematic
"Here, Kitty, Kitty!",2016,1.2,6.22894,3,6,0,30,10,misc
No Honor Among Thieves,2018,2.6667,7.24211,3,6,0,120,13,misc
Marvel Dice Masters: Civil War,2016,2.6667,7.31904,2,2,0,60,14,misc
Vikings Gone Wild,2017,2.24,7.18005,2,4,3,90,10,Strategy
Bigfoot vs. Yeti,2018,2.0,7.36957,2,4,0,60,12,misc
Quissama,2015,2.6,7.2654,2,5,0,45,10,misc
Dark Mages,2016,2.0,6.58585,2,8,0,60,13,misc
Zooscape,2015,1.1429,5.70895,3,6,0,30,8,misc
Irresponsibility: The Mr Toast Card Game,2015,1.0,5.83838,2,4,0,20,7,misc
Emporion,2016,2.0,7.06202,2,4,0,45,12,misc
Pralaya,2015,1.25,7.12256,2,5,0,0,10,misc
Nemo's War (Second Edition),2017,3.1789,7.92977,1,4,1,120,13,Thematic
Star Wars: Rebellion,2016,3.7229,8.42432,2,4,2,240,14,Thematic
Covert,2016,3.0,7.12614,2,4,2,90,10,Strategy
Hérois & Monstros,2015,2.3333,6.60769,3,5,0,120,12,misc
The Horus Heresy: Betrayal at Calth,2015,2.5455,7.54928,2,2,0,60,0,misc
Quests of Valeria,2017,2.2115,6.9598,1,5,2,45,14,misc
Pathfinder Adventure Card Game: Mummy's Mask – Base Set,2016,2.9167,8.01635,1,4,0,120,13,misc
GKR: Heavy Hitters,2018,2.7442,7.67992,1,4,0,120,12,misc
A birodalom bajnoka,2015,2.5,7.38919,2,4,0,120,10,misc
The Banner Saga: Warbands,2016,2.5,5.51605,2,4,0,90,13,misc
Rolling World,2015,1.0,6.56842,1,99,0,0,0,misc
Endure the Stars,2017,2.25,6.60748,1,6,0,180,13,Thematic
Glenn Drover's Empires: Galactic Rebellion,2016,3.2857,6.38681,2,6,0,180,14,misc
Nerdy Inventions,2015,1.5556,5.49985,2,4,0,30,8,Family
Star Wars Trivia Game,2015,1.0,4.3081,2,4,0,0,8,misc
TimeBomb II,2015,1.5,6.06522,4,6,0,30,0,misc
Front Toward Enemy,2019,2.75,7.84783,2,2,0,180,0,War
Come to Fishing Village!,2015,2.0,6.09919,1,8,0,75,10,misc
Islebound: Kickstarter Edition,2016,3.0,7.52382,2,4,0,120,13,misc
Senseï,2016,2.0,6.55141,2,2,0,15,7,misc
Covil: The Dark Overlords,2017,3.0,6.46326,1,4,0,90,12,misc
Pyramid Arcade,2016,2.3636,7.88421,1,10,0,180,5,misc
Nine Tiles,2015,1.0,6.57857,2,4,0,15,6,misc
Doughnut Drive-Thru,2015,1.4,6.02821,2,4,0,30,10,misc
Deadfall,2016,0.0,6.53396,2,7,0,20,12,misc
Taluva Deluxe,2015,2.375,7.7647,2,4,0,45,8,misc
Ostroleka 26 maja 1831,2015,4.1818,8.94578,2,4,0,600,16,War
Heroes and Tricks,2017,1.5,5.44464,2,6,0,25,8,misc
B-17 Flying Fortress Leader,2017,3.3043,8.09465,1,1,0,120,12,War
Draconis Invasion,2016,2.5,7.22094,1,6,0,90,14,misc
Avignon: A Clash of Popes,2016,1.3571,6.27047,2,2,0,20,8,misc
Complots,2013,1.625,6.82668,2,8,0,15,8,Party
Ravenous River,2016,1.5,5.99154,2,7,0,20,14,misc
Zaginione Dziedzictwo: Gwiezdne Ostrze,2015,1.0,6.10526,2,4,0,20,10,misc
De 7 geitjes,2015,1.0,5.89464,2,4,0,20,6,misc
RONE,2016,2.9,7.63765,2,4,0,45,14,Strategy
Ten,2015,1.0,6.3129,2,2,0,20,8,misc
Topoum,2016,2.4583,7.27299,2,4,0,90,14,misc
'65: Squad-Level Combat in the Jungles of Vietnam,2016,2.8182,7.6648,2,3,0,180,12,War
Brides & Bribes,2017,3.0,7.02793,2,5,0,90,12,misc
Karty Dżentelmenów,2015,1.0,5.88029,3,15,0,120,18,misc
Dragon Master: BGG Convention Promo,2015,1.25,5.94667,1,2,0,15,13,Abstract
Enemy Coast Ahead: The Doolittle Raid,2017,3.125,8.01376,1,2,0,360,13,War
Otrio,2015,1.1818,6.0259,2,4,0,30,8,misc
Sequence Cats,2013,1.3333,5.37186,2,6,0,0,7,misc
Stramash,2011,1.5,6.83824,2,6,0,90,8,misc
Eye My Favorite Things,2015,2.5,7.17561,3,6,0,30,12,misc
Maximum Apocalypse,2018,2.1636,7.59617,1,6,4,90,13,Thematic
GG,2016,1.5,5.42769,2,6,0,0,0,misc
Spoilers: The Game,2016,1.0,5.5622,3,6,0,50,12,misc
Simon's Cat Card Game,2016,1.1111,6.00782,3,6,0,25,6,misc
Escape Room in a Box: The Werewolf Experiment,2016,2.25,7.15247,2,8,0,90,13,misc
ElemenZ,2017,2.0,6.4484,2,4,0,30,8,misc
Gladiatores: Blood for Roses,2020,3.0,7.56098,2,5,0,90,12,misc
Invasion Afghanistan: The Soviet-Afghan War 1979-1989,2016,2.8,7.30833,1,1,0,0,0,War
Game of Thrones: The Trivia Game,2016,1.4,5.95171,2,4,0,60,18,Family
AEG Black Friday Black Box 2015,2015,1.5,5.47176,0,0,0,360,0,misc
Airfix Battles: The Introductory Wargame,2016,3.0,7.44043,1,4,0,60,10,War
Secret Hitler,2016,1.6786,7.55019,5,10,8,45,13,Party
Awkward Guests,2016,2.3363,7.69826,1,8,4,75,12,misc
Grasse,2018,2.4615,8.17437,2,4,0,90,14,misc
Jewels,2016,2.2,6.66026,2,5,0,60,8,misc
This War of Mine: The Board Game,2017,3.28,7.81487,1,6,1,120,18,Thematic
Tue Fourre Marie... et pire encore!,2015,1.0,4.65453,3,10,0,0,16,misc
Maigo-Neko,2015,1.5,5.99366,3,4,0,0,10,misc
Bacon Wars,2015,2.0,5.35882,2,4,0,30,6,misc
Alienation,2016,1.1667,7.4454,2,4,0,30,8,misc
Piratas!,2015,1.0,6.81031,2,6,0,15,16,misc
De Slimste Mens ter Wereld: Het Bordspel,2015,1.6,6.65482,2,4,0,45,12,misc
Sea of Clouds,2016,1.766,6.68652,2,4,4,45,10,Family
Tales & Games: The Pied Piper,2016,1.4286,6.37352,2,5,0,20,8,misc
Red Flags,2015,1.0,6.26638,3,10,0,30,17,Party
Cavern Tavern,2016,2.4167,6.92257,1,6,0,120,13,Strategy
Relicblade: Adventure Battle Game,2015,2.25,8.6086,2,4,0,60,10,misc
The Ninth World: A Skillbuilding Game for Numenera,2018,2.7143,6.31653,1,5,0,60,13,misc
Top That!,2016,1.2,6.13124,2,4,0,15,6,misc
Bill & Ted's Excellent Boardgame,2016,2.5,6.01757,2,4,0,50,10,misc
Mi Tierra: New Era,2016,2.7143,6.72656,2,6,0,120,12,Strategy
Dark Agent,2015,3.5,4.56098,1,6,0,40,14,misc
Le Dernier Peuple,2015,1.3333,4.57031,3,5,0,30,10,misc
曼荼羅 (Mandara),2015,3.0,6.95,3,4,0,120,12,misc
Saltlands,2016,2.7333,6.89556,1,6,0,120,12,Thematic
Yeti,2016,1.5714,6.32002,2,5,0,40,8,Family
Timeline: Québec,2015,1.0,6.83614,2,8,0,15,8,misc
Starving Artists,2017,1.9091,6.82941,1,4,0,60,12,misc
Virus,2016,3.4,6.38156,1,6,0,120,14,misc
Iron Bottom Sound III,2015,2.5,8.15405,1,2,0,0,0,War
Lab Wars,2016,2.0,5.86,2,4,0,60,12,misc
Victorian Masterminds,2019,2.1852,6.91248,2,4,0,60,14,Strategy
Grand Bazaar,2015,1.3333,3.37409,2,7,0,45,8,misc
Love Letter: Star Wars,2015,1.0,7.05188,2,4,0,20,7,misc
Fallen Angel,2017,3.4167,7.12446,2,4,0,180,10,misc
Politisk ukorrekt,2015,1.0,5.31948,3,12,0,60,18,misc
Flower Fairy,2014,1.0,6.44713,1,3,0,10,2,misc
Vs System 2PCG: The Defenders,2016,2.0,7.56944,2,4,0,60,0,misc
Pingwiny z Madagaskaru,2015,2.25,5.59796,2,4,0,60,7,misc
Tesseract,2015,2.0,6.4221,2,4,0,30,8,misc
XenoShyft: Dreadmire,2017,2.625,7.26854,1,4,0,60,14,misc
Dungeon Solitaire: Labyrinth of Souls,2016,1.8,7.59286,1,2,0,0,0,misc
"The Hunted: Twilight of the U-Boats, 1943-45",2020,2.6364,8.06629,1,2,0,90,12,War
Berserk: Heroes,2015,0.0,6.54857,2,0,0,0,14,misc
Monsters Party: Voodoo Madness,2016,1.5,5.89394,2,6,0,45,8,misc
Rocket Squad,0,1.5,5.35535,2,6,0,20,6,misc
Taco Takeover,2015,1.0,5.99348,2,4,0,0,6,misc
Zombie Tower 3D,2015,1.75,6.69487,3,4,0,60,10,misc
Monopoly: Cthulhu,2016,0.0,5.558,2,6,0,0,8,misc
Munchkin Marvel,2016,2.2,6.92971,3,6,0,120,10,misc
The Butterfly Garden,2016,1.3,6.67554,2,6,0,40,8,misc
Scrimish Card Game,2015,1.125,5.92578,2,999,0,100,8,misc
Space Pioneers,2016,1.5,6.55946,1,5,0,60,8,misc
Doctor Who: The Card Game – Classic Doctor Edition,2016,2.3333,5.88333,2,4,0,60,14,misc
Ludi Gladiatorii,2015,1.7857,6.56235,1,5,0,45,10,misc
Tyrants of the Underdark,2016,2.5743,7.90965,2,4,4,60,14,Strategy
Orange Quest,2015,1.5,5.57065,2,6,0,0,14,misc
Cthulhu Tales,2016,1.5,6.01228,2,5,0,60,15,misc
100 Swords: The Blue Mammoth's Dungeon,2016,1.4286,6.66063,1,2,0,25,13,misc
Into the Black: Boarding Party,2019,3.0,7.04222,1,4,0,120,13,misc
Explorers of the Lost Valley,2016,1.0,5.64835,2,4,0,25,10,misc
The Contender: The Game of Presidential Debate,2015,1.1667,6.20278,3,99,0,30,11,misc
Whitehall Mystery,2017,2.1212,7.58324,2,4,2,60,13,Strategy
Activity Family Classic,2014,1.0,5.80811,3,16,0,0,8,misc
King of New Tokyo,2015,0.0,7.715,3,4,0,0,0,misc
Putin Strikes: The Coming War for Eastern Europe,2016,2.6667,6.03871,2,2,0,240,12,War
Plan Orange: Pacific War 1932 – 1935,2016,3.4118,7.55178,2,2,0,480,12,War
Bloc by Bloc: The Insurrection Game,2016,2.7059,7.36821,2,4,0,180,13,Strategy
Eye Found It: Journey Through Time,2015,1.2,6.32927,1,6,0,30,4,misc
Sans Alliés,2016,1.5,6.84688,1,1,0,60,8,misc
In Your Head,2016,1.0,6.23667,3,18,0,20,16,misc
Fire of Eidolon,2017,1.8182,7.17899,1,6,0,45,14,misc
Aventuria: Adventure Card Game,2016,2.4,7.52104,1,4,0,180,14,misc
Star Wars: Duels Card Game,2015,1.25,4.86667,2,2,0,0,7,misc
Triumph of Chaos v.2 (Deluxe Edition),2019,4.4737,8.32473,2,2,0,600,16,War
CATS: a sad but necessary cycle of violent predatory behavior,2016,2.0,6.56452,3,5,0,30,8,misc
Munchkin 1+2,2010,2.0,6.79238,3,6,0,150,10,misc
1941: Race to Moscow,2021,3.25,8.32632,1,4,0,120,14,War
Get Adler! Deduction Card Game,2016,1.5,7.20213,4,8,0,30,10,misc
Zany Penguins,2016,1.4194,6.65287,2,5,0,20,7,Family
We Detectives,2015,1.5,5.26923,2,4,0,0,7,misc
Team Yankee,2015,0.0,7.33208,2,0,0,0,14,War
Star Wars: Star Battle,2015,2.0,5.34706,2,4,0,45,8,misc
Psychomachia,2015,2.0,7.72923,2,4,0,75,12,misc
I Love Portugal,2016,2.0,7.12276,2,5,0,60,10,misc
BetaBotz,2017,2.0,6.86071,3,6,0,60,10,misc
My First Stone Age,2016,1.1373,6.65805,2,4,0,15,5,Childrens
Invasion 1066: Stamford Bridge,2016,2.2,7.47946,1,2,0,120,10,War
West of Africa,2016,2.6667,6.27235,2,5,0,90,10,misc
Carrotia,2016,1.5,4.99192,1,6,0,30,8,misc
The Cohort,2016,1.6667,6.10381,2,6,0,30,10,misc
Smugglers,2016,1.125,5.77077,2,4,0,40,8,misc
Outlive,2017,3.0076,7.3526,2,4,4,110,14,Strategy
Kerala: The Way of the Elephant,2016,1.8519,6.88139,2,5,0,30,8,misc
Halt mal kurz: Das Känguru-Spiel,2016,1.1923,5.82594,3,5,0,20,8,misc
Castle Flutterstone,2016,1.5,6.35918,2,4,0,25,6,Childrens
Zock 'n' Roll,2016,1.0,6.22348,3,6,0,30,8,misc
Dream Islands,2016,1.6667,6.40813,2,4,0,30,8,misc
Mino Dice,2016,1.3333,6.70503,3,6,0,30,8,misc
Vampire Queen,2016,1.2,6.44908,3,12,0,30,8,misc
Gierki Małżeńskie,2015,1.3333,5.48322,2,8,0,60,18,misc
Schnapp den Sack,2016,1.0,5.96089,2,5,0,0,8,misc
Scoundrel,2011,1.0,6.83137,1,1,0,0,0,misc
Sugi,2016,1.5,5.65623,2,5,0,30,10,misc
UNO: With Customizable Wild Cards,2015,1.0,6.2645,2,10,0,30,7,Family
Monopoly: Here & Now World Edition,2015,1.0,5.36291,2,4,0,60,8,misc
Vivarium,2017,3.875,6.87451,2,5,0,150,14,misc
Space Race: The Card Game,2017,3.0,6.91623,1,4,0,60,13,Strategy
Wolfed,2016,1.0,6.68427,7,45,0,60,9,misc
Aeon's End,2016,2.7744,8.01761,1,4,2,60,14,Strategy
Retreat to Darkmoor,2016,1.6667,6.41808,2,4,0,45,14,misc
Siege of Sunfall,2016,1.8,7.42656,2,6,0,45,10,misc
The Ants Go Marching,2016,1.0,5.97294,2,4,0,0,5,misc
Gob'z'Heroes,2016,2.0,6.6,2,2,0,90,14,misc
Via Nebula,2016,2.2288,7.0501,2,4,4,60,12,misc
Less: Like Chess but Less!,2015,1.1667,6.85545,2,4,0,30,0,misc
Brain Freeze,2016,1.0,7.04314,2,2,0,20,5,misc
Mafia the Party Game,2014,2.0,7.06762,7,36,0,0,8,misc
RUMBLESLAM,2016,2.75,8.03009,2,4,0,90,12,misc
Archaeology: The New Expedition,2016,1.2838,7.14895,2,5,4,20,10,Family
The Walking Dead: All Out War,2016,2.8,7.81136,1,2,0,120,0,misc
Absolute Victory: World Conflict 1939-1945,2017,4.125,7.8,2,2,0,1200,12,War
Splendor: AsmOPlay Kit,2015,0.0,7.96895,2,4,0,30,10,misc
Twilight Squabble,2016,1.2857,5.6423,2,2,0,15,14,misc
Telepathy: Magic Minds,2016,1.25,6.69688,2,2,0,20,10,misc
Star Trek: The Dice Game,2016,1.6667,7.71432,1,1,0,90,12,misc
Town of Salem: The Card Game,2017,1.6667,6.34986,4,36,0,45,8,misc
North American Railways,2016,2.4286,6.70319,3,5,0,90,12,misc
Speed Dice,2014,1.1429,5.72174,2,4,0,15,10,misc
Wizard: Jubiläumsedition,2016,2.0,7.68742,3,6,0,45,10,misc
Ice Cult,2016,0.0,5.35054,2,4,0,30,10,misc
Kuhno,2016,1.0,5.51829,2,5,0,20,8,misc
Leo,2016,1.1852,6.6928,2,5,0,30,6,Childrens
Micro Robots,2016,1.6842,6.29495,2,99,0,20,8,misc
Animals on Board,2016,1.5,6.55366,2,4,0,30,8,Family
Teenage Mutant Ninja Turtles Dice Masters,2016,2.3333,7.08294,2,4,0,30,14,misc
Dale of Merchants 2,2016,2.0233,7.33634,2,4,0,30,10,misc
Skies Above the Reich,2018,3.1176,8.25236,1,2,0,60,12,War
Bear Valley,2016,2.0,5.32683,2,6,0,30,8,misc
Dr. Gomb,2016,2.0,5.5,1,5,0,0,8,misc
Lagoonies,2016,1.0,6.21913,2,4,0,20,5,misc
Jungle Party,2016,1.3333,6.42235,2,4,0,20,5,misc
Catan: Big Box,2016,2.2,7.69255,3,6,0,75,10,misc
Lil' Cthulhu,2016,1.6,5.53818,2,5,0,60,6,misc
"Empires in America: The French and Indian War, 1754-1763 (Second Edition)",2016,2.8182,7.57273,1,1,0,50,13,War
Imhotep,2016,2.0,7.18261,2,4,4,40,10,Family
Ulm,2016,2.7045,7.05,2,4,3,75,10,Strategy
Touria,2016,1.9091,6.63612,2,4,0,60,10,misc
Rival Kings,2016,2.0,6.08904,2,4,0,30,8,Family
Skibe,2016,0.0,5.28509,3,5,0,20,8,misc
Gigi Gnomo,2016,1.0,6.24718,2,4,0,30,5,misc
Imagine,2015,1.0588,6.91291,3,8,6,30,12,Party
Toddles-Bobbles,2010,1.0,6.58675,2,6,0,15,4,misc
Clonk!,2016,1.5,6.43465,2,4,0,30,8,misc
Family Flutter-By,2016,1.0,5.94104,2,4,0,20,5,misc
Chicken Wings,2016,0.0,5.24857,1,4,0,20,6,misc
Cubeo,2016,1.6667,6.7,2,2,0,15,7,Abstract
Roadkill,2017,1.0,6.01154,2,5,0,30,7,misc
Bandido,2016,1.1011,6.47978,1,4,2,15,6,Family
Exposed,2016,1.7143,6.3374,2,6,0,45,12,misc
Thunder & Lightning,2016,1.8125,7.21478,2,2,0,40,13,Strategy
Dynasties: Heirate & Herrsche,2016,3.0556,7.21755,3,5,0,90,12,Strategy
The Castles of Burgundy: The Card Game,2016,2.5746,7.00733,1,4,2,60,12,Strategy
Knit Wit,2016,1.7222,6.1117,2,8,0,15,8,Party
Rhodes,2016,2.6667,6.59438,2,5,0,90,10,misc
Next War: Poland,2017,4.2857,8.11548,1,2,0,1200,12,War
Martial Art,2016,1.8333,7.42054,2,4,0,20,10,misc
Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,2016,1.5,7.08943,2,6,0,10,14,misc
Uglydoll Loonacy,2016,1.0,6.41957,2,5,0,10,8,misc
Castlecards,2016,1.0,6.42708,2,4,0,30,9,misc
Trivial Pursuit: The Big Bang Theory Edition,2014,1.5,6.03519,2,10,0,60,12,misc
"Demyansk Shield: the Frozen Fortress, February-May 1942",2017,3.0,7.53448,2,2,0,240,16,War
Aljubarrota: The Royal Battle,2015,1.5,6.03714,2,2,0,15,6,misc
Fano330-R-Morris,2016,2.0,7.01667,2,2,0,20,8,Abstract
Odin's Ravens (Second Edition),2016,1.1975,7.05092,2,2,0,30,10,Family
Cthulhu: A Deck Building Game,2016,2.5,6.79676,1,6,0,120,14,misc
Meeple War,2016,2.7391,6.61749,2,4,0,60,10,Strategy
Too Many Bones,2017,3.8405,8.43605,1,4,3,120,12,misc
Pandemic: Reign of Cthulhu,2016,2.1739,7.40668,2,4,4,40,14,misc
Matryoshka,2016,1.7692,6.61495,3,5,0,20,8,Family
Wiener Walzer,2016,2.0,6.43636,2,5,0,45,8,Family
Millions: The Last Soldier,2015,1.6667,6.7922,2,5,0,25,8,misc
Pickle Letter,2016,1.0,5.22128,2,5,0,20,7,misc
