Name,YearPublished,GameWeight,AvgRating,MinPlayers,MaxPlayers,BestPlayers,MfgPlaytime,MfgAgeRec,category
Showdown,2016,1.0,6.52885,3,8,0,45,12,misc
Karibou Camp,2016,1.0,5.80233,3,7,0,20,8,misc
Difference Junior,2016,1.0,6.32383,2,6,0,20,4,misc
Specific,2016,1.0,5.87284,2,10,0,20,6,misc
Control,2016,1.5,6.53254,2,4,0,15,10,misc
Shadow Master,2016,0.0,5.82162,3,6,0,0,8,misc
Cool am Pool,2016,1.3333,6.30131,2,4,0,40,8,misc
Bethel Woods,2016,2.4,6.76076,2,4,0,40,12,misc
Olympians War,2016,1.5,5.86796,2,6,0,30,8,misc
Emojito!,2016,1.0,6.03838,2,14,0,30,7,misc
SOL,2016,1.9091,6.22993,2,8,0,60,10,misc
Kido Butai: Japan's Carriers at Midway,2016,2.2727,7.30353,1,1,0,90,12,War
Sushi Go Party!,2016,1.3136,7.4473,2,8,4,20,8,Family
The Pirate Republic,2018,2.9286,7.37233,1,5,0,90,14,misc
America,2016,1.1,6.83608,2,6,0,45,13,Party
Fast & Fhtagn,2016,2.0,5.19872,3,6,0,90,13,misc
Mr. Cabbagehead's Garden,2016,1.7273,7.2134,1,2,0,20,10,Strategy
Widower's Wood: An Iron Kingdoms Adventure Board Game,2017,3.5,7.07616,2,4,0,120,14,misc
Rory's Story Cubes: Doctor Who,2016,0.0,7.02433,1,99,0,10,10,misc
Rory's Story Cubes: Scooby-Doo,2016,1.0,6.86364,1,99,0,10,6,misc
Rory's Story Cubes: Looney Tunes,2016,0.0,6.83333,1,99,0,10,6,misc
Rory's Story Cubes: Rescue,2016,1.0,6.57059,1,99,0,10,6,misc
Rory's Story Cubes: Medieval,2016,0.0,6.80972,1,99,0,10,6,misc
Vikings on Board,2016,2.1429,6.17137,2,4,0,60,8,misc
Bubblee Pop,2016,1.4444,6.35488,1,2,0,20,8,misc
Booo!,2017,1.6667,6.42252,2,6,0,30,7,misc
Keskifé?,2016,1.0,6.2703,4,16,0,15,8,misc
Edenia,2016,1.75,6.27376,2,4,0,30,8,misc
Risky Adventure,2016,1.6667,5.66594,2,4,0,45,8,misc
World Monuments,2016,1.3913,6.23354,2,4,0,45,8,misc
Super-Vampire,2016,1.0,5.80395,2,4,0,20,6,misc
Spooky Castle,2016,1.0,5.41576,2,4,0,20,6,misc
Rory's Story Cubes: Powers,2016,0.0,6.75147,1,99,0,10,6,misc
Dungeon Time,2017,1.8333,6.59056,1,5,0,60,8,misc
Clown Standoff,2016,1.0,4.81846,2,6,0,10,8,misc
First Martians: Adventures on the Red Planet,2017,4.151,6.50208,1,4,1,90,10,Thematic
Cry Havoc,2016,3.2753,7.1786,2,4,4,120,10,Strategy
51st State: Master Set,2016,2.9167,7.64191,1,4,2,90,14,Strategy
Cat Tower: Kickstarter Edition,2016,0.0,6.23343,2,7,0,20,6,misc
Clash of the Cards,2016,1.5,6.49469,2,6,0,40,8,misc
Brynk,2016,1.0,6.20435,2,99,0,30,7,misc
The Goonies: Adventure Card Game,2016,1.5556,6.37243,1,4,0,45,14,misc
Go Cuckoo!,2016,1.0,6.71026,2,5,0,15,4,Family
Iliad: Heroes of Troy,2016,1.6,6.25471,2,4,0,45,12,misc
Smiths of Winterforge,2018,2.3158,6.89156,1,6,0,120,14,misc
Emergence: A Game of Teamwork and Deception,2016,2.125,6.11938,3,6,0,90,14,misc
Revolution Road,2017,3.0,7.41212,1,2,0,180,10,War
Life Is Life,2016,1.5,5.67639,3,5,0,30,8,misc
Multiuniversum,2016,1.9429,6.59801,1,5,0,40,12,Strategy
Nightmarium,2014,1.4,6.40268,2,5,0,30,10,misc
Fleet Commander: Genesis,2016,2.8333,7.81398,2,4,0,120,12,misc
Flag Dash,2016,2.375,6.1949,2,4,0,40,8,misc
Martians: A Story of Civilization,2016,3.72,6.52058,1,4,0,120,14,Strategy
Orphans & Ashes,2016,3.0,5.66365,2,2,0,45,13,misc
Final Touch,2016,1.0909,6.02345,2,4,0,15,8,misc
Pickpockets,2016,1.0,5.72024,3,4,0,30,8,misc
Ranglin' Rabbits,2016,0.0,5.63636,2,4,0,15,6,misc
Jump Ship!,2016,1.0,5.38814,1,2,0,15,8,misc
Baba Yaga,2016,1.0,5.962,2,5,0,15,8,misc
Skiwampus,2016,1.0,6.53654,2,6,0,20,10,misc
Broom Service: The Card Game,2016,1.3,6.10095,3,6,0,30,8,Family
Gauner raus!,2016,2.75,6.66543,2,4,0,60,10,misc
Junta: Las Cartas,2016,2.1429,6.5726,3,6,0,60,12,misc
Among Us,2018,2.6667,5.87857,4,8,0,90,10,misc
Days of Ire: Budapest 1956,2016,2.8222,7.36685,1,4,0,90,10,misc
Lobo: 10° Aniversário,2015,1.3333,6.4923,2,4,0,0,7,misc
GYM,2017,2.4545,6.28135,2,6,0,20,10,misc
RUM,2017,1.5,6.36241,2,4,0,20,10,misc
SOW,2017,1.8889,6.05388,2,4,0,25,10,misc
ORC,2017,1.75,6.5023,2,2,0,10,8,misc
Fight for Olympus,2016,2.1026,6.71657,2,2,0,30,12,Strategy
The Colonists,2016,4.0991,7.61598,1,4,2,360,12,Strategy
"Mrs Thatcher's War: The Falklands, 1982",2017,2.8,7.98647,1,1,0,250,12,War
Oceanos,2016,1.8182,6.84039,2,5,0,45,8,Family
Daimyo's Fall,2018,3.75,7.45179,1,5,0,60,14,Strategy
Destroy BCN!,2016,1.5,5.30719,2,4,0,30,10,misc
Heir to the Pharaoh,2016,2.6154,6.91282,2,2,0,60,10,misc
Sneaky Cards,2015,1.0,6.16632,1,0,0,0,12,misc
StoryLine: Fairy Tales,2016,1.0,6.19763,3,8,0,30,8,misc
Last Friday,2016,2.2778,6.43339,2,6,0,120,14,Thematic
Colony,2016,2.2812,6.62379,1,4,3,60,13,Strategy
Coal Baron: The Great Card Game,2016,2.7222,7.10178,2,4,0,80,10,Strategy
Camel Up Cards,2016,1.7368,6.70355,2,6,0,60,8,misc
Revenge of the Dictators,2016,2.2,6.1072,2,5,0,105,13,misc
Tiffin,2016,2.0,5.85834,2,4,0,60,14,misc
Coal Country,2017,3.25,6.08974,2,4,0,90,14,misc
Dead of Winter: The Long Night,2016,3.3713,7.62396,2,5,4,120,14,Thematic
Junk Art,2016,1.2278,7.40765,2,6,4,30,8,misc
Mau Mau!!,0,1.0,5.06512,2,6,0,0,6,misc
Bidder Up!,2016,1.75,6.54792,2,4,0,60,10,misc
Kribbeln,2016,1.1111,6.37159,2,5,0,20,8,misc
Ameritocracy,2016,3.2,7.87,2,4,0,60,12,misc
Utopia Engine: Beast Hunter,2013,2.0,7.36875,1,1,0,30,12,misc
Legends,2016,2.0,6.40575,2,4,0,60,9,misc
Stir Fry Eighteen,2015,1.1667,6.20787,2,5,0,12,6,misc
Os Reinos de Drunagor,2016,2.0,7.37159,2,4,0,60,14,misc
Memory: The Board Game,2016,1.0,6.42188,2,4,0,50,7,Family
The Game of Life Junior,2014,1.0,3.95123,2,4,0,30,5,misc
Tubyrinth,2016,1.0,6.33237,1,6,0,20,8,misc
Macroscope,2016,1.0,5.97832,2,6,0,30,6,misc
Watchmen of Destiny,2016,1.75,6.20643,2,4,0,45,10,misc
Dice Stars,2016,1.3333,6.65961,1,4,0,25,10,Family
Chariot Race,2016,1.75,6.0501,2,6,0,45,8,Family
Millions of Dollars,2016,2.0,6.48758,3,8,0,25,10,misc
Meeple Circus,2017,1.4545,7.09512,2,5,4,45,8,Family
Tunisia II,2016,4.2857,8.45258,1,2,0,3000,0,War
Pasaraya: Supermarket Manager,2018,2.5,7.16554,1,4,0,90,14,misc
Get Off My Land!,2017,2.7143,6.35853,2,4,0,60,14,misc
Port Royal: Unterwegs!,2016,1.1429,6.58616,2,4,0,30,8,misc
Stadt-Land-anders,2016,0.0,5.85938,2,99,0,40,8,misc
Bücherwurm,2016,1.0,5.39205,2,8,0,30,8,misc
Yomi Starter Set: Grave versus Jaina,2016,2.0,6.49875,2,2,0,30,8,misc
Orient Express,2017,2.6,7.06189,2,5,0,90,14,misc
Drunk Stoned or Stupid: A Party Game,2014,1.0,4.40612,4,0,0,30,17,misc
Sail Away,2016,2.3333,5.84248,2,4,0,60,10,misc
Spyfall 2,2016,1.2857,6.95972,3,12,0,15,13,Party
Master of Orion: The Board Game,2016,2.4259,6.96377,2,4,3,60,12,Strategy
The Golden Sails,2016,1.8,6.81903,2,4,0,35,12,misc
Blanc-Manger Coco,2015,1.0,5.6371,3,12,0,30,16,misc
Limite limite,2015,1.0,5.46618,3,10,0,30,18,misc
Chez Geek 1+2,2014,2.0,6.27273,2,5,0,60,13,misc
Captains of the Golden Age,2016,2.375,6.85573,2,4,0,180,11,misc
C.O.G.,2017,2.3333,6.658,2,4,0,120,14,misc
Street Fighter: The Miniatures Game,2021,2.1333,7.17648,2,6,0,90,14,misc
Double Ditto,2015,1.0,6.32826,4,99,0,30,10,misc
Dwar7s Fall,2016,2.1579,6.57668,2,4,0,60,12,Strategy
Dastardly Dirigibles,2016,1.5385,6.37198,2,5,0,60,8,misc
Neolithic,2016,2.0769,7.1533,1,2,0,45,14,misc
Airlines,2016,3.0,4.39505,2,4,0,60,10,misc
Statecraft: The Political Card Game,2017,2.2857,5.30415,2,6,0,60,14,misc
Kingdom Defenders,2018,3.1379,7.67816,2,4,0,90,12,Strategy
Mutant Crops,2016,1.9444,7.18254,1,4,0,30,14,misc
Android: Mainframe,2016,1.8537,6.60943,2,4,0,30,12,Abstract
The Oracle of Delphi,2016,3.0,7.29556,2,4,3,100,12,Strategy
Escape the Room: Mystery at the Stargazer's Manor,2016,1.6111,6.57622,3,8,2,90,10,Family
Star Traders,2016,2.0,7.71486,2,6,0,180,7,misc
The Last Garden,2017,2.3333,7.12921,2,4,0,45,13,misc
Gas Out,2016,1.0,4.80602,2,6,0,0,5,misc
Joking Hazard,2016,1.0323,6.37218,3,10,5,90,18,Party
J'Accuse!,2016,1.4,5.6926,3,6,0,60,14,misc
Bohemian Villages,2016,1.8947,6.2513,2,5,0,30,8,Family
The Red Dragon Inn: Battle for Greyport,2016,2.8,7.15911,2,5,0,100,12,Strategy
Darkest Night (Second Edition),2018,3.0938,7.60208,1,5,1,180,14,Thematic
ButaBabel,2016,0.0,5.645,3,5,0,0,6,misc
Agamemnon,2016,2.0,6.6688,2,2,0,30,12,Abstract
Let Them Eat Cake,2016,2.3333,5.74986,3,6,0,60,12,misc
Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld,2016,3.0,7.16029,2,2,0,0,12,misc
The Men Who Would Be Kings: Colonial Wargaming Rules,2016,2.2,8.07955,2,2,0,0,12,War
Konflikt '47,2016,2.5,7.85806,2,2,0,0,12,War
Horizon Wars: Science-Fiction Combined-Arms Wargaming,2016,2.0,8.106,2,2,0,120,12,misc
Dungeons of Infinity,2021,2.6667,8.11071,1,5,0,120,12,Strategy
Blood & Plunder,2016,3.0,8.6874,2,2,0,90,12,War
Absolute War! The Russian Front 1941-45,2021,3.2083,8.50652,2,2,0,240,14,War
Pendragon: The Fall of Roman Britain,2017,4.4536,7.97389,1,4,4,360,16,War
Star Trek Panic,2016,2.1304,7.01558,1,6,0,90,13,misc
Great Western Trail,2016,3.7108,8.29585,2,4,3,150,12,Strategy
Jórvík,2016,2.434,6.82646,2,5,4,90,10,Strategy
Arcole 1796,2016,2.6667,7.42683,2,2,0,0,0,War
Basketball Age,2016,3.0,7.39485,2,2,0,120,12,misc
ColorFox,2016,1.0,6.27097,2,4,0,15,6,misc
The Dragon & Flagon,2016,2.3684,6.43509,2,8,0,60,10,misc
Gnomi,2017,1.25,6.37212,2,6,0,10,12,misc
1822: The Railways of Great Britain,2016,4.4091,8.29555,3,7,0,420,12,Strategy
End of the Line,2016,2.0,7.07852,3,5,0,80,13,misc
Vanuatu (Second Edition),2016,3.3415,7.54147,2,5,0,90,12,misc
Star Trek: Ascendancy,2016,3.1647,7.8102,3,3,3,180,14,Thematic
Mistfall: Heart of the Mists,2016,4.1429,7.45622,1,4,0,120,14,misc
Downfall,2019,3.8462,6.52034,3,6,0,150,14,misc
Guilds,2017,2.4444,6.64273,2,4,0,90,10,Strategy
Rabbit Rally,2016,1.3333,6.3378,2,4,0,15,4,misc
Dragon Rapid Fire,2016,1.0,5.32802,2,4,0,15,3,misc
Magic Feathers,2016,0.0,5.77892,2,5,0,15,4,misc
Fire! Fire! Fire Fighters!,2016,0.0,5.74375,2,4,0,15,5,misc
Star Wars: Rule the Galaxy,2015,1.0,5.47833,1,4,0,30,6,misc
Cult: Choose Your God Wisely,2018,3.0,7.24027,2,5,0,90,12,misc
Master of the Galaxy,2018,2.5833,6.63467,2,4,0,120,10,misc
Vroom Vroom,2016,1.0,5.31882,2,4,0,20,4,misc
Operation Mercury: The Invasion of Crete,2017,3.875,8.12705,2,2,0,1710,0,War
ROX,2014,1.0,5.69593,2,4,0,15,7,misc
Deathwatch: Overkill,2016,2.5,7.05734,2,2,0,60,0,War
Fast Flip,2016,1.0,5.86566,2,8,0,15,7,misc
Verti-Go,2015,1.0,6.02879,2,8,0,30,8,misc
Costa Rica,2016,1.4737,6.22854,2,5,0,45,8,Family
DeathBot Derby,2017,1.5,7.19784,2,4,0,30,13,misc
Silly Street,2016,1.0,6.07812,2,4,0,45,4,misc
Pędzące Ślimaki,2016,1.0,6.562,2,5,0,20,6,Family
Kharnage,2016,1.9655,6.28349,2,4,0,30,7,misc
Rick and Morty: Mr. Meeseeks' Box o' Fun Dice and Dares Game,2016,1.4,5.22433,2,6,0,30,18,misc
Mad Science Foundation,2016,2.0,6.42131,2,4,0,45,15,misc
Attack on Titan: Deck-Building Game,2016,2.2105,6.95097,1,5,0,90,15,misc
Poker Assault,2016,2.0,6.15686,2,4,0,25,10,misc
Rick and Morty: Total Rickall Card Game,2016,1.5556,6.19005,2,5,0,30,15,Party
Cartoon Network Crossover Crisis Deck-Building Game,2016,1.75,6.81418,2,5,0,45,12,misc
Adventure Time Card Wars: Fionna vs Cake,2016,2.0,7.07551,2,2,0,30,10,misc
Catacombs & Castles,2017,2.1667,6.84449,2,8,0,60,14,misc
Expedition: The Roleplaying Card Game,2016,1.3333,6.60064,1,6,0,90,8,Thematic
Riftwalker: A Storm Hollow Card Game,2016,2.625,6.4143,2,4,0,60,13,misc
Zipang Portable,2016,1.5,7.20409,2,6,0,20,8,misc
DREIst!,2016,1.75,6.2036,1,4,0,20,8,misc
Blacksmith Brothers,2016,2.2857,7.10846,2,4,0,90,12,misc
Moscow '41,2016,2.6667,8.0972,2,2,0,120,14,War
Kacper Ryx i Król Żebraków,2016,2.8,7.11111,2,5,0,120,14,misc
SixStix,2015,1.5,6.27895,1,4,0,30,8,misc
Risk: Captain America – Civil War Edition,2016,2.0,5.70253,2,4,0,90,10,misc
Tallinn,2016,1.3333,5.87136,2,4,0,20,10,misc
Super Fantasy Brawl,2020,2.2727,7.79882,2,4,2,40,14,Strategy
HMS Dolores,2016,1.3333,6.17308,2,4,0,20,10,misc
Vs System 2PCG: A-Force,2016,2.0,7.67424,2,2,0,30,12,misc
Awesome Kingdom: Mines & Labyrinths,2016,3.0,5.88667,2,4,0,45,12,misc
Back to the Future: OUTATIME,2016,1.0,5.82154,2,6,0,15,8,misc
Dairyman,2016,1.1333,6.35763,2,4,0,30,14,misc
Loża Szyderców,2015,1.25,5.04054,2,40,0,0,16,misc
Tara Wolf in Valley of the Kings,2016,1.8,6.28637,2,2,0,30,12,misc
Dice Forge,2017,1.9659,7.27235,2,4,4,45,10,Family
Mystic Vale,2016,2.2429,7.28742,2,4,2,45,14,Strategy
Happy Salmon,2016,1.0952,6.74194,3,6,6,2,6,misc
Under My Bed,2016,1.0,6.00765,3,8,0,15,8,misc
Santorini,2016,1.7242,7.44436,2,4,2,20,8,misc
Island Hopper,2017,2.0,5.59415,2,6,0,45,13,misc
Viral,2017,2.5577,6.98659,2,5,4,90,12,Family
Mask of Anubis,2016,1.0,6.87638,2,7,0,60,10,misc
"Rabbit Island: Explore, Build, Conquer!",0,2.0,7.08667,2,4,0,120,13,misc
Quartermaster,2016,2.5,7.69836,2,6,0,90,12,misc
10 Minute Heist: The Wizard's Tower,2017,1.2083,6.46381,2,5,0,10,14,misc
Make a Mess: Holy Cat Edition,2017,0.0,6.07812,2,6,0,15,7,misc
Mission to Mars 2049,2016,2.0,5.84386,2,4,0,120,9,misc
Fishy Tactics,2016,1.0,6.51389,2,4,0,15,4,misc
Not Alone,2016,1.9827,7.00908,2,7,4,45,10,Strategy
Dream Home,2016,1.6644,6.90898,2,4,4,30,7,Family
Techno Bowl: Arcade Football Unplugged,2017,2.7222,8.55556,2,2,0,90,14,misc
Brain Games,2015,1.6667,5.03154,3,6,0,30,14,misc
Mothership: Tabletop Combat,2016,2.1429,7.3261,1,6,0,180,12,Strategy
Among Thieves,2017,2.25,7.18889,3,5,0,45,13,misc
DAWAK,2016,1.0,6.03333,3,7,0,20,10,misc
Ni-Ju,2016,2.6667,7.46393,2,2,0,45,10,Abstract
Deep Future,2016,3.1,7.8571,1,3,0,90,0,Strategy
Goblins en la mina,2016,1.8333,7.28281,2,6,0,45,10,misc
Mad Love,2018,1.0,6.18229,2,2,0,10,10,misc
Welcome Back to the Dungeon,2016,1.3774,6.77287,2,4,3,30,10,misc
Das verdrehte Labyrinth,2016,0.0,5.55538,2,4,0,15,6,misc
Catacombs (Third Edition),2015,2.2444,7.55754,2,5,2,90,14,Thematic
DETHRONED: The Real-Time Combat Card Game,2016,1.3333,7.77879,3,8,0,60,14,misc
Project Z: The Zombie Miniatures Game,2016,2.0,7.56863,1,3,0,90,12,misc
Rooster Rush,2016,1.0,4.961,3,6,0,15,7,misc
Plague Inc.: The Board Game,2017,2.1548,7.4656,1,4,4,60,14,Strategy
Spy Tricks,2016,1.5,6.6496,3,4,0,0,0,misc
Shiba Inu House,2016,1.2,5.91725,1,5,0,30,6,misc
Universal Rule,2017,2.4,6.81134,3,5,0,45,8,misc
Horizons,2018,2.6471,6.82889,2,5,0,75,14,misc
Monster Rejects,2016,1.0,5.58475,2,5,0,0,18,misc
Goat Lords,2016,1.75,4.91412,2,6,0,0,7,misc
Monster Lab Card Game,2017,3.0,6.58156,2,6,0,75,7,misc
Napoleon Saga: Waterloo,2019,3.0,8.33283,2,2,0,90,14,War
Quartermaster General: Victory or Death – The Peloponnesian War,2016,2.5294,7.23031,2,4,0,120,12,War
Merchants of Araby,2017,2.0,6.4198,2,5,0,90,8,misc
Red Poppies Campaigns: The Battles for Ypres,2016,2.8889,7.66469,2,2,0,1440,0,War
Leaders of Euphoria: Choose a Better Oppressor,2017,1.8889,6.50024,4,8,0,35,12,misc
Tanks: Panther vs Sherman,2016,1.7647,7.23467,2,2,0,60,0,War
Naruto Shippuden: The Board Game,2016,2.1667,6.35102,2,6,0,60,13,misc
Ghostbusters: The Board Game II,2017,2.5,6.58434,1,4,0,120,15,misc
Scuttle!,2016,1.0,6.4122,1,5,0,10,6,misc
Herbaceous,2017,1.1698,7.0908,1,4,4,20,8,Family
"Pacific Fury: Guadalcanal, 1942",2015,2.5455,7.40686,2,2,0,120,12,War
Krazy Wordz: Nicht 100% jugendfrei,2016,1.08,7.35252,3,7,0,45,16,Party
BOO,2017,1.2,6.08055,2,2,0,15,10,misc
Near and Far,2017,2.8393,7.7743,2,4,3,120,13,Thematic
Nut,2017,1.1429,6.50842,2,3,0,15,10,misc
BOX,2017,2.6667,5.22944,2,6,0,15,10,misc
SPY,2017,1.7143,5.83677,2,4,0,10,10,misc
Master Thief,2017,2.0,6.57353,3,6,0,30,10,misc
Madness At Midnight,2017,2.0,6.76176,2,4,0,120,12,misc
Ominoes,2016,1.4,6.59025,2,4,0,15,6,Abstract
Slush Fund 2,2016,1.5,6.19339,2,2,0,20,10,misc
City of Iron: Second Edition,2016,3.16,7.25279,2,4,0,120,13,Strategy
Into The Echoside,2016,2.0,7.68696,2,4,0,60,13,misc
The Chosin Few,2016,1.7,6.75957,1,1,0,45,13,War
Crazy Karts,2016,1.8333,5.86638,3,8,0,60,8,misc
La Granja: No Siesta,2016,2.1765,6.81194,1,4,2,45,10,misc
Haze Islands,2016,2.8889,7.25254,1,3,0,60,10,misc
The Architect,0,2.0,6.80606,1,4,0,40,10,misc
The Godfather: Corleone's Empire,2017,2.6207,7.54646,2,5,4,90,14,misc
Tides of Madness,2016,1.541,6.81236,2,2,0,20,10,Strategy
Oppai Go!,2016,2.1429,5.2871,2,4,0,30,16,misc
LOAD: League of Ancient Defenders,2016,2.8,6.46568,2,6,0,180,13,misc
Wasteland Express Delivery Service,2017,2.9268,7.40753,2,5,3,120,13,misc
Legendary Encounters: A Firefly Deck Building Game,2016,2.6129,7.14344,1,5,0,90,14,Thematic
Politricks: Dirty Card Game,2016,2.0,6.22059,2,5,0,30,10,misc
Magicka Mayhem: The Card Game,2016,2.6667,5.27632,2,4,0,30,7,misc
Monikers: Something Something,2016,1.0,8.1,4,20,0,60,18,misc
The Godfather: A New Don,2016,2.0,6.54642,3,6,0,45,14,misc
Kampf gegen das Bünzlitum,2016,1.0,6.9593,3,10,0,0,18,misc
Bloodborne: The Card Game,2016,2.0833,6.90451,3,5,4,45,14,Thematic
Papà Paolo,2016,2.7647,6.96185,2,4,0,75,10,Strategy
C'est mon Fort!,2015,1.25,6.28532,2,4,0,20,6,misc
BEEEEES!,2017,1.8,6.70257,2,5,0,30,14,misc
The Pioneers Program,2017,2.25,6.24831,3,6,0,90,13,misc
Speechless,2016,1.25,6.74589,3,8,0,90,14,misc
Fish Frenzy,2016,1.3333,6.04433,3,5,0,30,10,misc
Rum & Bones: Second Tide,2017,2.8276,7.67857,2,6,0,60,14,Thematic
18Ireland,2017,4.1818,7.67265,3,6,0,240,12,misc
Battle Gnomes,2016,2.0,8.62857,2,6,0,60,10,misc
Clash d'Ardèche,2017,2.5,6.33684,1,4,0,75,12,misc
TRIUMPH: A card-arranging strategy game,2016,1.75,6.93947,2,4,0,25,10,misc
Castle Itter,2019,2.303,7.80413,1,1,0,60,13,War
Guildhall Fantasy: Alliance,2016,2.1429,7.17016,2,4,0,45,10,misc
Guildhall Fantasy: Coalition,2016,2.125,7.16455,2,4,0,45,10,misc
Love Letter Premium,2016,1.314,7.46227,2,8,4,30,8,misc
Constantinople,2016,1.5,6.40493,1,1,0,45,0,War
Yokohama,2016,3.2751,7.84597,2,4,3,90,14,Strategy
Word Porters,2016,0.0,6.2951,3,6,0,20,6,misc
Breakaway Football,2017,2.75,8.79951,1,4,0,90,12,misc
Era of Tribes,2019,4.2209,8.06779,1,4,4,180,14,Strategy
Shit Happens,2016,1.1111,5.49149,2,8,0,60,18,Party
Turin Market,2016,1.25,6.1902,2,5,0,30,9,misc
Warfighter: The WWII Tactical Combat Card Game,2016,3.0789,7.8512,1,6,0,90,0,War
Coffee Roaster,2015,2.1389,7.49806,1,1,1,30,12,Strategy
Professor Treasure's Secret Sky Castle,2018,2.0,6.53456,2,2,0,30,13,misc
Nightmare Forest: Alien Invasion,2017,1.6667,6.64615,1,6,0,60,8,misc
"Rome, Inc.: From Augustus to Diocletian",2021,3.0,7.43884,1,1,0,720,14,War
Gruff: Clash of the Battle Goats,2017,3.0,7.35577,2,2,0,45,11,misc
Battlestations: Second Edition,2017,3.6667,7.94209,2,9,0,180,13,misc
Battle Yahtzee: Alien vs. Predator,2016,1.0,5.42826,1,4,0,0,8,misc
Andoria Battlefields,2019,2.0,7.08784,2,4,0,60,10,misc
Fantahzee: Hordes & Heroes,2016,2.0,6.23625,2,5,0,40,14,misc
Valley of the Kings: Last Rites,2016,2.5,7.40166,1,4,0,45,14,misc
Time Management: The Time Management Game,2016,2.0,5.55096,1,4,0,30,13,misc
Downsize,2016,1.4286,6.41655,2,6,0,40,10,misc
Trick-Taking: The Trick-Taking Game,2016,1.6667,5.14885,2,4,0,30,0,misc
Traitor Mechanic: The Traitor Mechanic Game,2016,2.0,6.27338,4,10,0,30,0,misc
Massive Darkness,2017,2.5455,7.21028,1,6,4,120,14,Thematic
Gambler × Gamble!,2016,1.0,6.60011,3,4,0,30,10,misc
High Treason: The Trial of Louis Riel,2016,2.6667,7.24303,2,2,0,45,13,misc
Bureaunauts,2017,3.0,7.06154,2,6,0,60,14,misc
Devils & Black Sheep,2016,1.4,5.94,2,4,0,45,0,misc
Nemesis: Burma 1944,2018,3.5455,7.7449,2,2,0,600,12,War
Four Against Darkness,2016,2.0333,7.52799,1,1,0,75,0,Thematic
Of Dreams & Shadows,2016,2.7692,7.38059,2,6,0,180,14,misc
DIG,2017,1.2222,6.39235,2,4,0,10,10,Family
Guns & Steel: Renaissance,2016,2.5,6.99776,2,4,0,70,12,misc
Merchants & Marauders: Broadsides,2016,2.5,6.43336,2,2,0,45,14,misc
A Handful of Stars,2017,3.1538,7.31888,2,4,0,120,13,Strategy
Cult Following,2016,1.0,7.03667,3,8,0,30,14,misc
Deadzone (Second Edition),2016,2.5,8.20753,2,2,0,60,12,War
Charterstone,2017,2.8333,7.32391,1,6,6,75,14,Strategy
Waterloo 1815: Napoleon's Last Battle,2016,4.1429,8.40667,2,8,0,180,13,War
Tak,2017,2.4762,7.62701,2,2,0,60,12,Abstract
Phalanxx,2016,2.4286,6.82571,1,4,0,60,12,misc
The Heroes of Kaskaria,2016,1.6,6.74281,2,4,0,20,6,misc
Moop's Monster Mashup,2016,0.0,7.07,3,6,0,120,10,misc
Miskatonic School for Boys,2016,1.5,6.24151,3,6,0,0,10,misc
Santa VS Jesus,2016,1.0,5.22113,4,16,0,90,12,misc
The Fog of War,2016,3.0,7.26865,2,2,0,120,10,War
Fugitive,2017,1.6757,7.21457,2,2,2,20,10,Family
Rail Raiders Infinite,2017,1.3333,5.48873,2,4,0,30,14,misc
Dice Heist,2016,1.0,6.24011,2,5,0,20,14,Family
King Of The Hill: The Dwarf Throne,2016,2.0,6.86912,2,5,0,75,10,misc
POOP: Party Pooper Edition,2015,0.0,5.07386,2,5,0,15,5,misc
Hall of Fame,2016,0.0,6.70566,2,8,0,30,7,misc
Pie Rats of the Carob Bean Farm,2016,0.0,6.21143,2,6,0,45,10,misc
Warhammer Quest: Silver Tower,2016,2.3462,7.48781,2,4,0,120,14,Thematic
Xibalba,2016,2.0,6.66994,2,4,0,60,12,misc
"Agricola: Roman Campaign in Britain, AD 82-84",2017,3.3333,7.36364,1,2,0,0,0,War
The War of Jenkins' Ear,2017,3.5,7.08696,1,2,0,0,0,War
Defense Grid: The Board Game,2017,2.8,7.54589,1,4,0,120,13,misc
Lost in R'lyeh,2016,1.2,6.06476,2,6,0,45,13,misc
Ghost Blitz: Spooky Doo,2016,1.4286,6.8033,2,8,0,20,8,misc
Get Rich Quick,2016,2.0,6.53052,3,5,0,40,8,misc
Say my Name,2015,1.0,7.45345,3,12,0,90,8,misc
Final Boss: The card game,2016,2.5,6.08814,1,6,0,60,12,misc
Vinyl,2019,2.6,7.33347,1,5,0,60,10,misc
Dark Souls: The Board Game,2017,3.1518,6.52568,1,4,2,120,14,misc
Ravingspire,2016,2.4444,6.20951,1,6,0,240,12,misc
Crazy Mistigri,2016,1.0,6.03736,3,5,0,15,7,misc
Shark Island,2017,2.75,5.29448,2,5,0,60,0,misc
Onami,2016,1.0,6.69718,2,6,0,30,8,misc
Dreamwars,2017,3.0,6.14938,1,8,0,300,14,misc
Crabs!,2016,2.0,6.33204,2,5,0,35,12,misc
Wreck and Ruin,2019,2.75,8.0888,2,4,0,90,14,misc
Dark Deeds,2016,1.3333,7.32135,2,5,0,60,0,misc
Revanche,2018,1.5,8.73,2,2,0,20,8,misc
Sign,2017,1.0,6.24538,4,9,0,5,8,misc
Twist of Fate,2016,1.0,4.92036,2,4,0,45,10,misc
Lex in Lemniscate,2016,3.75,6.739,2,8,0,20,14,misc
